id,fielders,kind,player_out,odi_no,check
1271,1951,caught,800,3499,0
1272,,bowled,596,3499,0
1273,,lbw,775,3499,0
1274,1951,caught,1834,3499,0
1275,,lbw,1785,3499,0
1276,,lbw,591,3498,0
1277,1987,caught,856,3498,0
1278,,lbw,791,3498,0
1279,,lbw,775,3498,0
1280,,lbw,596,3498,0
1281,1622,1947,run out,800,3498,0
1282,,bowled,1834,3498,0
1283,1951,caught,565,3498,0
1284,,lbw,723,3498,0
1285,660,caught,968,3498,0
1286,596,caught,1993,3498,0
1287,591,caught,991,3498,0
1288,596,caught,1951,3498,0
1289,1834,caught,560,3498,0
1290,791,caught,1950,3498,0
1291,596,caught,1978,3498,0
1292,1834,caught,1987,3498,0
1293,596,caught,1947,3498,0
1294,,bowled,660,3498,0
1295,,bowled,1622,3498,0
1296,596,caught,1993,3497,0
1297,596,caught,960,3497,0
1298,791,caught,991,3497,0
1299,591,caught,1951,3497,0
1300,,caught and bowled,1978,3497,0
1301,,bowled,1950,3497,0
1302,800,caught,1987,3497,0
1303,591,caught,660,3497,0
1304,,bowled,1947,3497,0
1305,,lbw,856,3497,0
1306,,lbw,775,3497,0
1307,1987,caught,591,3497,0
1308,733,caught,209,3571,0
1309,,lbw,1342,3571,0
1310,213,caught,589,3571,0
1311,1251,caught,2102,3571,0
1312,,lbw,1226,3571,0
1313,2102,caught,1289,3571,0
1314,,lbw,733,3571,0
1315,589,caught,525,3571,0
1316,209,caught,735,3571,0
1317,,bowled,745,3571,0
1318,2102,caught,213,3571,0
1319,2102,stumped,234,3571,0
1320,1041,caught,1251,3571,0
1321,,bowled,1304,3571,0
1322,735,caught,1342,3570,0
1323,213,caught,209,3570,0
1324,213,caught,1041,3570,0
1325,735,caught,588,3570,0
1326,,bowled,589,3570,0
1327,,bowled,525,3570,0
1328,,lbw,1226,3570,0
1329,2102,caught,1186,3570,0
1330,1061,caught,745,3570,0
1331,747,run out,735,3570,0
1332,2102,caught,1251,3570,0
1333,,bowled,1289,3570,0
1334,2102,caught,213,3570,0
1335,2102,caught,1186,3568,0
1336,588,caught,1289,3568,0
1337,589,caught,525,3568,0
1338,,bowled,733,3568,0
1339,589,caught,745,3568,0
1340,209,run out,735,3568,0
1341,589,caught,1251,3568,0
1342,213,caught,923,3568,0
1343,1251,caught,209,3568,0
1344,,bowled,1041,3568,0
1345,,caught and bowled,589,3568,0
1346,1251,caught,588,3568,0
1347,1286,caught,1061,3568,0
1348,1286,caught,853,3568,0
1349,1289,caught,983,3568,0
1350,,bowled,1588,3568,0
1351,,bowled,2102,3568,0
1352,2102,caught,525,3566,0
1353,1041,caught,1289,3566,0
1354,,bowled,733,3566,0
1355,1041,caught,745,3566,0
1356,1061,caught,1186,3566,0
1357,2102,caught,1182,3566,0
1358,1044,caught,1251,3566,0
1359,1041,caught,1286,3566,0
1360,1061,caught,213,3566,0
1361,,lbw,1271,3566,0
1362,,bowled,1342,3566,0
1363,1186,745,run out,923,3566,0
1364,213,caught,1041,3566,0
1365,1271,caught,1061,3566,0
1366,,bowled,588,3566,0
1367,1271,caught,2102,3566,0
1368,525,caught,1342,3564,0
1369,213,caught,589,3564,0
1370,213,caught,923,3564,0
1371,1289,213,run out,1061,3564,0
1372,,lbw,853,3564,0
1373,1289,caught,2102,3564,0
1374,,bowled,1044,3564,0
1375,,bowled,1186,3564,0
1376,923,caught,733,3564,0
1377,,lbw,525,3564,0
1378,1342,caught,1289,3564,0
1379,1044,caught,1182,3564,0
1380,1349,caught,213,3564,0
1381,1041,run out,1251,3564,0
1395,,bowled,157,3489,0
1396,,lbw,156,3489,0
1397,1339,caught,842,3489,0
1398,1339,caught,626,3489,0
1399,499,run out,1790,3489,0
1400,1339,caught,843,3489,0
1401,,caught and bowled,1791,3489,0
1402,,bowled,528,3489,0
1403,,caught and bowled,2089,3489,0
1404,335,caught,335,3489,0
1405,,lbw,2043,3489,0
1406,,lbw,499,3489,0
1407,,lbw,1339,3489,0
1408,1790,caught,1269,3489,0
1409,626,caught,2100,3489,0
1410,,caught and bowled,1102,3489,0
1411,626,caught,622,3489,0
1412,1791,caught,354,3489,0
1413,,caught and bowled,2086,3488,0
1414,,lbw,1784,3488,0
1415,1339,stumped,744,3488,0
1416,,lbw,1317,3488,0
1417,1102,caught,523,3488,0
1418,1663,caught,2043,3488,0
1419,,caught and bowled,1269,3488,0
1420,,bowled,1339,3488,0
1421,,lbw,1102,3488,0
1422,,bowled,2100,3488,0
1423,749,caught,499,3488,0
1424,883,caught,1116,3488,0
1425,2086,caught,2101,3488,0
1426,1117,caught,1783,3488,0
1427,743,caught,354,3488,0
1428,1344,caught,569,3526,0
1429,758,caught,545,3526,0
1430,,bowled,1334,3526,0
1431,,bowled,1782,3526,0
1432,,lbw,774,3526,0
1433,,bowled,570,3526,0
1434,,lbw,1858,3526,0
1435,1410,caught,2029,3526,0
1436,758,caught,564,3526,0
1437,1334,caught,987,3526,0
1438,1334,caught,1305,3526,0
1439,,bowled,544,3526,0
1440,564,caught,1341,3526,0
1441,1897,caught,987,3524,0
1442,1812,caught,1305,3524,0
1443,,bowled,746,3524,0
1444,1870,run out,1344,3524,0
1445,,caught and bowled,1343,3524,0
1446,1812,caught,1341,3524,0
1447,1344,run out,1894,3524,0
1448,758,caught,646,3524,0
1449,1344,caught,1860,3524,0
1450,1305,caught,1905,3524,0
1451,758,caught,1812,3524,0
1452,987,caught,1906,3524,0
1453,1305,caught,1898,3524,0
1454,758,987,run out,1354,3524,0
1455,,bowled,1897,3524,0
1456,,lbw,1870,3524,0
1467,1343,caught,1782,3522,0
1468,987,caught,545,3522,0
1469,987,caught,774,3522,0
1470,758,caught,569,3522,0
1471,987,stumped,1334,3522,0
1472,1410,caught,1858,3522,0
1473,1410,run out,2029,3522,0
1474,545,caught,987,3522,0
1475,1858,caught,1305,3522,0
1476,1334,caught,1344,3522,0
1477,219,caught,1343,3522,0
1478,,bowled,758,3522,0
1479,545,caught,1395,3522,0
1480,545,run out,1431,3522,0
1481,,hit wicket,1341,3522,0
1482,,bowled,1396,3522,0
1483,570,caught,1141,3522,0
1484,,bowled,1782,3521,0
1485,1870,caught,569,3521,0
1486,,bowled,1334,3521,0
1487,,bowled,774,3521,0
1488,1898,caught,570,3521,0
1489,1870,caught,564,3521,0
1490,,bowled,726,3521,0
1491,1897,1906,run out,219,3521,0
1492,1906,caught,1858,3521,0
1493,545,caught,646,3521,0
1494,,bowled,1857,3521,0
1495,,bowled,1860,3521,0
1496,,bowled,1897,3521,0
1497,1368,caught,1905,3521,0
1498,,caught and bowled,1906,3521,0
1499,,bowled,1099,3521,0
1500,1897,stumped,1305,3518,0
1501,1234,caught,987,3518,0
1502,1870,caught,746,3518,0
1503,,lbw,758,3518,0
1504,,lbw,1343,3518,0
1505,646,caught,1341,3518,0
1506,,bowled,1395,3518,0
1507,,bowled,1431,3518,0
1508,1812,caught,641,3518,0
1509,1897,caught,1410,3518,0
1510,758,987,run out,1857,3518,0
1511,,bowled,1860,3518,0
1512,,bowled,1897,3518,0
1513,758,caught,646,3518,0
1514,746,caught,1906,3518,0
1515,1305,caught,1905,3518,0
1516,987,caught,1898,3518,0
1517,987,caught,1870,3518,0
1518,746,caught,1812,3518,0
1519,987,caught,242,3518,0
1520,1344,caught,569,3516,0
1521,,lbw,570,3516,0
1522,1343,caught,1782,3516,0
1523,987,caught,1334,3516,0
1524,1344,caught,774,3516,0
1525,1305,caught,1858,3516,0
1526,,bowled,545,3516,0
1527,545,caught,1305,3516,0
1528,564,caught,987,3516,0
1529,545,caught,1341,3516,0
1530,,bowled,1858,3513,0
1531,1894,caught,1782,3513,0
1532,1898,caught,1334,3513,0
1533,646,caught,570,3513,0
1534,646,run out,545,3513,0
1535,1857,caught,774,3513,0
1536,,lbw,1857,3513,0
1537,570,caught,646,3513,0
1538,1782,caught,1897,3513,0
1539,1858,caught,1812,3513,0
1540,774,caught,1905,3513,0
1541,,lbw,243,3513,0
1542,1858,stumped,1860,3513,0
1543,,bowled,1881,3513,0
1544,726,caught,1898,3513,0
1545,564,caught,1870,3513,0
1546,,lbw,1860,3510,0
1547,746,caught,243,3510,0
1548,1410,caught,646,3510,0
1549,,bowled,1905,3510,0
1550,987,caught,1906,3510,0
1551,,lbw,1793,3510,0
1552,,bowled,1898,3510,0
1553,1341,caught,1870,3510,0
1554,,lbw,244,3510,0
1555,,bowled,1812,3510,0
1556,1906,run out,746,3510,0
1557,,bowled,1341,3510,0
1558,1905,caught,987,3510,0
1559,,bowled,1305,3508,0
1560,1812,caught,987,3508,0
1561,243,run out,1344,3508,0
1562,,bowled,1343,3508,0
1563,1812,caught,1341,3508,0
1564,,lbw,758,3508,0
1565,1812,caught,1395,3508,0
1566,1905,caught,544,3508,0
1567,646,caught,641,3508,0
1568,1870,caught,1410,3508,0
1569,,lbw,243,3508,0
1570,,bowled,1860,3508,0
1571,,bowled,646,3508,0
1572,758,caught,1897,3508,0
1573,1343,caught,1812,3508,0
1574,1305,caught,1793,3508,0
1575,544,caught,1905,3508,0
1576,,lbw,1898,3508,0
1577,,bowled,1354,3508,0
1578,987,caught,1870,3508,0
1579,1897,caught,987,3507,0
1580,1894,caught,1341,3507,0
1581,1905,caught,1344,3507,0
1582,987,caught,1894,3507,0
1583,987,caught,243,3507,0
1584,758,caught,1897,3507,0
1585,1341,caught,1860,3507,0
1586,1341,caught,1905,3507,0
1587,,lbw,1793,3507,0
1588,1343,caught,1354,3507,0
1589,,lbw,833,3507,0
1590,,bowled,1898,3507,0
1591,758,caught,1812,3507,0
1592,1950,caught,1770,3514,0
1593,1951,caught,1681,3514,0
1594,599,caught,587,3514,0
1595,1993,caught,224,3514,0
1596,2010,caught,1769,3514,0
1597,660,caught,1754,3514,0
1598,660,caught,1097,3514,0
1599,1769,caught,991,3514,0
1600,222,caught,599,3514,0
1601,,bowled,1993,3514,0
1602,1769,caught,960,3514,0
1603,1769,caught,1951,3514,0
1604,1754,caught,1950,3514,0
1605,222,caught,660,3514,0
1606,,bowled,1327,3514,0
1607,,bowled,1671,3511,0
1608,1327,caught,1681,3511,0
1609,,lbw,587,3511,0
1610,1951,caught,1754,3511,0
1611,,bowled,224,3511,0
1612,1950,caught,1770,3511,0
1613,1951,caught,1647,3511,0
1614,1754,caught,991,3511,0
1615,1770,caught,599,3511,0
1616,,bowled,1981,3511,0
1617,1754,caught,1951,3511,0
1618,,bowled,1950,3511,0
1619,1681,caught,1993,3511,0
1620,1671,caught,1327,3511,0
1621,224,caught,660,3511,0
1622,,lbw,1947,3511,0
1623,1770,1754,run out,1622,3511,0
1624,224,caught,1993,3509,0
1625,1770,1754,run out,599,3509,0
1626,1754,caught,1981,3509,0
1627,223,caught,1951,3509,0
1628,,bowled,1950,3509,0
1629,1754,caught,660,3509,0
1630,1681,1752,run out,1327,3509,0
1631,224,caught,1947,3509,0
1632,,lbw,991,3509,0
1633,1622,caught,1681,3509,0
1634,1951,caught,587,3509,0
1635,,bowled,1671,3509,0
1636,1951,caught,1770,3509,0
1637,1327,caught,1647,3509,0
1638,,bowled,1754,3509,0
1639,1950,caught,224,3509,0
1640,574,caught,1305,3502,0
1641,,lbw,1369,3502,0
1642,556,caught,987,3502,0
1643,238,caught,1344,3502,0
1644,,caught and bowled,1343,3502,0
1645,1344,caught,664,3502,0
1646,1344,987,run out,1478,3502,0
1647,987,caught,1589,3502,0
1648,1431,caught,1517,3502,0
1649,,bowled,670,3502,0
1650,987,caught,238,3502,0
1651,1396,caught,1551,3502,0
1652,987,caught,1509,3502,0
1653,1369,caught,574,3502,0
1654,,caught and bowled,1550,3502,0
1655,1305,caught,664,3501,0
1656,987,caught,1589,3501,0
1657,1305,caught,670,3501,0
1658,,bowled,1478,3501,0
1659,,bowled,1517,3501,0
1660,987,caught,1551,3501,0
1661,1344,caught,1532,3501,0
1662,1343,caught,238,3501,0
1663,987,caught,556,3501,0
1664,1396,caught,1550,3501,0
1665,,bowled,987,3501,0
1666,1589,caught,1369,3501,0
1667,236,caught,1344,3501,0
1668,1589,caught,1343,3501,0
1669,574,caught,758,3501,0
1670,1532,caught,1395,3501,0
1671,1589,caught,1411,3501,0
1672,574,caught,1305,3501,0
1673,,bowled,1396,3501,0
1674,,lbw,1431,3501,0
1675,,bowled,987,3500,0
1676,,lbw,1369,3500,0
1677,1532,caught,1344,3500,0
1678,,lbw,1305,3500,0
1679,1478,caught,1343,3500,0
1680,1396,caught,664,3500,0
1681,987,caught,1478,3500,0
1682,987,caught,1517,3500,0
1683,1369,caught,238,3500,0
1684,987,caught,1551,3500,0
1685,,bowled,670,3500,0
1686,1341,caught,1589,3500,0
1687,,bowled,1532,3500,0
1688,,bowled,574,3500,0
1689,1395,caught,556,3500,0
1690,,lbw,681,3529,0
1691,1203,caught,1193,3529,0
1692,,lbw,1309,3529,0
1693,,lbw,162,3529,0
1694,358,caught,358,3529,0
1695,1203,caught,702,3529,0
1696,,lbw,341,3529,0
1697,,caught and bowled,1776,3529,0
1698,479,caught,336,3529,0
1699,1776,caught,1203,3529,0
1700,702,caught,2054,3529,0
1701,,lbw,1203,3528,0
1702,,bowled,231,3528,0
1703,,bowled,1385,3528,0
1704,702,caught,2054,3528,0
1705,702,caught,900,3528,0
1706,1193,caught,1143,3528,0
1707,162,caught,1194,3528,0
1708,702,caught,474,3528,0
1709,902,caught,1108,3528,0
1710,702,run out,1612,3528,0
1711,1203,caught,681,3528,0
1712,1203,caught,1309,3528,0
1713,2054,caught,162,3528,0
1714,1203,caught,358,3528,0
1715,1108,run out,702,3528,0
1716,,lbw,1193,3528,0
1717,,lbw,341,3528,0
1718,702,caught,1203,3527,0
1719,1309,caught,231,3527,0
1720,,bowled,2054,3527,0
1721,,bowled,1385,3527,0
1722,,caught and bowled,479,3527,0
1723,1193,caught,1143,3527,0
1724,702,caught,900,3527,0
1725,702,caught,1195,3527,0
1726,702,caught,1194,3527,0
1727,,bowled,1612,3527,0
1728,,lbw,1309,3527,0
1729,1203,caught,162,3527,0
1730,1203,caught,681,3527,0
1731,1267,caught,1782,3534,0
1732,,caught and bowled,189,3534,0
1733,525,caught,1334,3534,0
1734,617,caught,774,3534,0
1735,,lbw,569,3534,0
1736,234,run out,1858,3534,0
1737,,bowled,545,3534,0
1738,1267,run out,726,3534,0
1739,617,caught,564,3534,0
1740,,bowled,525,3534,0
1741,726,1858,run out,213,3534,0
1742,545,caught,1119,3534,0
1743,189,caught,1272,3534,0
1744,,lbw,733,3534,0
1745,545,caught,1251,3534,0
1746,,bowled,617,3534,0
1747,774,caught,234,3534,0
1748,,bowled,1271,3534,0
1749,564,caught,1267,3534,0
1750,545,caught,525,3532,0
1751,774,caught,213,3532,0
1752,774,1858,run out,1182,3532,0
1753,545,caught,735,3532,0
1754,2029,caught,733,3532,0
1755,545,caught,1251,3532,0
1756,,bowled,1286,3532,0
1757,545,1858,run out,834,3532,0
1758,774,caught,1304,3532,0
1759,1858,567,run out,1267,3532,0
1760,213,caught,1782,3532,0
1761,213,caught,545,3532,0
1762,1267,caught,189,3532,0
1763,525,run out,1334,3532,0
1764,733,caught,774,3532,0
1765,525,caught,1782,3530,0
1766,735,caught,189,3530,0
1767,1251,caught,1334,3530,0
1768,1267,caught,774,3530,0
1769,,lbw,564,3530,0
1770,1286,caught,545,3530,0
1771,234,caught,1106,3530,0
1772,,bowled,2029,3530,0
1773,545,caught,525,3530,0
1774,1858,caught,213,3530,0
1775,189,caught,1182,3530,0
1776,1858,caught,733,3530,0
1777,189,caught,1119,3530,0
1778,564,caught,1251,3530,0
1779,1858,caught,234,3530,0
1780,,caught and bowled,1286,3530,0
1781,,bowled,735,3530,0
1782,189,run out,1267,3530,0
1783,2214,caught,987,3593,0
1784,2218,caught,1341,3593,0
1785,2214,caught,746,3593,0
1786,,bowled,1305,3593,0
1787,1754,caught,758,3593,0
1788,987,caught,1681,3593,0
1789,,lbw,1771,3593,0
1790,1305,1410,run out,1665,3593,0
1791,,bowled,1767,3593,0
1792,1305,caught,1754,3593,0
1793,641,caught,2214,3593,0
1794,987,caught,583,3593,0
1795,746,caught,1097,3593,0
1796,987,caught,1367,3593,0
1797,,bowled,1769,3593,0
1798,1769,caught,746,3591,0
1799,1754,caught,1341,3591,0
1800,1754,caught,1441,3591,0
1801,1754,caught,1344,3591,0
1802,,caught and bowled,1343,3591,0
1803,,bowled,1326,3591,0
1804,,bowled,544,3591,0
1805,1706,caught,1410,3591,0
1806,,bowled,1771,3591,0
1807,1326,caught,1681,3591,0
1808,1344,1441,run out,1706,3591,0
1809,,lbw,1754,3591,0
1810,758,1343,run out,2214,3591,0
1811,1344,caught,1769,3591,0
1812,,bowled,1767,3591,0
1813,758,caught,1097,3591,0
1814,1344,1441,run out,1367,3591,0
1815,1344,caught,1771,3587,0
1816,1344,caught,1681,3587,0
1817,1344,caught,1665,3587,0
1818,,bowled,1754,3587,0
1819,746,caught,1767,3587,0
1820,,bowled,583,3587,0
1821,,lbw,2214,3587,0
1822,,lbw,1367,3587,0
1823,,lbw,1775,3587,0
1824,1344,stumped,1635,3587,0
1825,1665,caught,746,3587,0
1826,1635,caught,746,3583,0
1827,2214,caught,1344,3583,0
1828,1326,caught,1681,3583,0
1829,,lbw,1706,3583,0
1830,1343,caught,1771,3583,0
1831,1326,caught,1767,3583,0
1832,544,caught,2214,3583,0
1833,1341,caught,583,3583,0
1834,1341,caught,1754,3583,0
1835,,bowled,746,3579,0
1836,,lbw,1341,3579,0
1837,583,1754,run out,1305,3579,0
1838,1771,caught,758,3579,0
1839,583,caught,1344,3579,0
1840,583,run out,1326,3579,0
1841,1754,caught,1343,3579,0
1842,1706,caught,1411,3579,0
1843,1344,caught,1681,3579,0
1844,,lbw,1706,3579,0
1845,1326,run out,1767,3579,0
1846,,lbw,1771,3579,0
1847,1344,stumped,2214,3579,0
1848,1344,caught,1769,3579,0
1849,1344,caught,583,3579,0
1850,,bowled,1754,3579,0
1851,758,caught,1097,3579,0
1852,1344,caught,1775,3579,0
1853,236,caught,214,3486,0
1854,1589,caught,525,3486,0
1855,1589,caught,1186,3486,0
1856,664,caught,1182,3486,0
1857,238,caught,735,3486,0
1858,735,stumped,664,3486,0
1859,,lbw,1589,3486,0
1860,214,caught,1517,3486,0
1861,735,caught,238,3486,0
1862,,bowled,670,3486,0
1863,,lbw,1981,3485,0
1864,,bowled,960,3485,0
1865,,lbw,1951,3485,0
1866,670,caught,991,3485,0
1867,1551,caught,1978,3485,0
1868,,bowled,1950,3485,0
1869,1517,caught,660,3485,0
1870,,bowled,1987,3485,0
1871,,bowled,661,3485,0
1872,991,caught,664,3485,0
1873,660,caught,1589,3485,0
1874,1950,661,run out,1517,3485,0
1875,991,caught,238,3485,0
1876,661,caught,670,3485,0
1877,991,caught,835,3485,0
1878,661,run out,236,3485,0
1879,,bowled,741,3483,0
1880,,lbw,1784,3483,0
1881,464,caught,744,3483,0
1882,723,caught,753,3483,0
1883,565,caught,1720,3483,0
1884,658,caught,523,3483,0
1885,,lbw,1211,3483,0
1886,464,caught,1051,3483,0
1887,,lbw,749,3483,0
1888,,lbw,743,3483,0
1889,,lbw,591,3483,0
1890,,bowled,606,3483,0
1891,735,caught,599,3482,0
1892,525,caught,991,3482,0
1893,1186,caught,960,3482,0
1894,599,caught,1186,3482,0
1895,,bowled,1182,3482,0
1896,991,caught,1272,3482,0
1897,,bowled,525,3482,0
1898,1987,caught,1095,3482,0
1899,1978,run out,1251,3482,0
1900,991,1622,run out,1119,3482,0
1901,,bowled,670,3481,0
1902,,bowled,664,3481,0
1903,523,caught,1517,3481,0
1904,,bowled,662,3481,0
1905,1663,523,run out,1589,3481,0
1906,1051,caught,835,3481,0
1907,,bowled,1211,3481,0
1908,,bowled,753,3481,0
1909,835,caught,744,3481,0
1910,1589,caught,741,3481,0
1911,670,caught,743,3481,0
1912,1551,caught,1720,3481,0
1913,,lbw,523,3481,0
1914,,lbw,1117,3481,0
1915,,bowled,1663,3481,0
1916,236,caught,1051,3481,0
1917,,lbw,606,3479,0
1918,735,caught,464,3479,0
1919,1186,caught,819,3479,0
1920,1186,caught,591,3479,0
1921,1264,caught,658,3479,0
1922,234,caught,791,3479,0
1923,735,stumped,543,3479,0
1924,1272,caught,1457,3479,0
1925,,bowled,214,3479,0
1926,543,caught,525,3479,0
1927,240,723,run out,1182,3479,0
1928,240,caught,735,3479,0
1929,776,caught,1186,3479,0
1930,658,543,run out,1272,3479,0
1931,591,caught,1279,3479,0
1932,240,caught,215,3479,0
1933,,bowled,1264,3479,0
1934,,lbw,1211,3478,0
1935,,caught and bowled,750,3478,0
1936,,bowled,1720,3478,0
1937,1959,run out,741,3478,0
1938,660,caught,523,3478,0
1939,991,661,run out,743,3478,0
1940,,bowled,1981,3478,0
1941,,lbw,991,3478,0
1942,,lbw,1951,3478,0
1943,,bowled,960,3478,0
1944,743,caught,660,3478,0
1945,741,caught,1959,3478,0
1946,1720,run out,2010,3478,0
1947,1211,caught,2008,3478,0
1948,,bowled,1987,3478,0
1949,741,caught,661,3478,0
1950,,lbw,819,3476,0
1951,,bowled,464,3476,0
1952,670,caught,591,3476,0
1953,,bowled,606,3476,0
1954,835,caught,658,3476,0
1955,664,caught,791,3476,0
1956,,lbw,565,3476,0
1957,,bowled,543,3476,0
1958,1589,stumped,776,3476,0
1959,,lbw,670,3476,0
1960,658,caught,664,3476,0
1961,819,caught,1517,3476,0
1962,,bowled,662,3476,0
1963,,lbw,1551,3476,0
1964,819,caught,574,3476,0
1965,,lbw,835,3476,0
1966,543,caught,1589,3476,0
1967,744,caught,214,3475,0
1968,523,caught,1186,3475,0
1969,,bowled,525,3475,0
1970,1211,1720,run out,1182,3475,0
1971,753,caught,1272,3475,0
1972,,bowled,1251,3475,0
1973,741,caught,234,3475,0
1974,,bowled,1279,3475,0
1975,735,caught,1211,3475,0
1976,,lbw,744,3475,0
1977,1186,caught,753,3475,0
1978,1264,234,run out,741,3475,0
1979,,bowled,1720,3475,0
1980,,lbw,523,3475,0
1981,1186,527,run out,1051,3475,0
1982,,bowled,1663,3475,0
1983,1264,caught,749,3475,0
1984,,bowled,743,3475,0
1985,,caught and bowled,1981,3474,0
1986,658,stumped,960,3474,0
1987,,bowled,991,3474,0
1988,543,caught,1959,3474,0
1989,658,caught,660,3474,0
1990,875,caught,1987,3474,0
1991,819,caught,1951,3474,0
1992,,lbw,606,3474,0
1993,,bowled,819,3474,0
1994,,bowled,464,3474,0
1995,599,caught,591,3474,0
1996,735,caught,664,3473,0
1997,525,caught,1589,3473,0
1998,,bowled,670,3473,0
1999,,bowled,1517,3473,0
2000,525,caught,236,3473,0
2001,525,run out,835,3473,0
2002,1551,caught,214,3473,0
2003,,bowled,525,3473,0
2004,,lbw,1186,3473,0
2005,835,caught,1272,3473,0
2006,1589,caught,735,3473,0
2007,662,caught,1251,3473,0
2008,574,caught,1182,3473,0
2009,835,caught,1279,3473,0
2010,,lbw,1264,3473,0
2011,,bowled,832,3473,0
2012,358,caught,664,3490,0
2013,359,caught,670,3490,0
2014,359,caught,1593,3490,0
2015,,caught and bowled,662,3490,0
2016,338,caught,829,3490,0
2017,342,run out,1551,3490,0
2018,338,caught,238,3490,0
2019,837,caught,574,3490,0
2020,,bowled,682,3490,0
2021,662,caught,338,3490,0
2022,,lbw,342,3490,0
2023,574,662,run out,359,3490,0
2024,574,caught,358,3490,0
2025,,lbw,1193,3490,0
2026,664,caught,360,3490,0
2027,,bowled,632,3490,0
2028,,lbw,1776,3490,0
2029,,lbw,110,3490,0
2030,,bowled,682,3472,0
2031,1754,caught,360,3472,0
2032,1097,caught,338,3472,0
2033,1754,caught,342,3472,0
2034,,caught and bowled,358,3472,0
2035,1754,caught,162,3472,0
2036,1671,caught,359,3472,0
2037,,bowled,1776,3472,0
2038,463,caught,1193,3472,0
2039,,caught and bowled,837,3472,0
2040,359,caught,1771,3472,0
2041,837,run out,1671,3472,0
2042,359,caught,587,3472,0
2043,1193,caught,1647,3472,0
2044,359,stumped,463,3472,0
2045,,lbw,1754,3472,0
2046,231,run out,836,3466,0
2047,1385,caught,380,3466,0
2048,850,caught,390,3466,0
2049,1385,caught,389,3466,0
2050,,bowled,625,3466,0
2051,1203,caught,375,3466,0
2052,1385,run out,299,3466,0
2053,850,474,run out,466,3466,0
2054,,lbw,548,3466,0
2055,231,1203,run out,630,3466,0
2056,836,caught,231,3466,0
2057,630,caught,638,3466,0
2058,,lbw,1203,3466,0
2059,375,466,run out,900,3466,0
2060,,caught and bowled,479,3466,0
2061,,lbw,1194,3466,0
2062,548,caught,1385,3466,0
2063,1674,caught,840,3464,0
2064,,lbw,1207,3464,0
2065,1674,caught,687,3464,0
2066,707,caught,304,3464,0
2067,,lbw,1187,3464,0
2068,348,caught,1185,3464,0
2069,,bowled,526,3464,0
2070,1201,run out,854,3464,0
2071,906,run out,584,3464,0
2072,1419,caught,1156,3464,0
